src,dst,predictions
15,17,0.219459849
18,15,0
15,16,0
1,16,0.560141683
11,14,0.050834834
4,14,0.178040442
17,12,0.178040442
6,11,0
8,5,0
16,14,0.947554052
10,14,3.37E-29
14,8,3.37E-29
17,12,0.935521245
16,2,0.031988613
1,10,0
10,6,0
12,11,0
10,2,0
19,1,0.24366923
0,16,0.24366923
3,10,0
5,15,0
11,9,4.84E-05
16,10,4.84E-05
3,17,0
15,18,0
0,4,0.001740824
17,16,0.056069932
16,11,0.043000186
2,19,0.216800225
10,4,0.216800225
2,19,0.176370057
17,6,0.176370057
11,2,0
10,8,0
18,16,1.68E-19
14,5,1.68E-19
18,5,3.24E-26
5,2,3.24E-26
13,14,0.428622559
10,16,0.428622559
17,3,0
8,14,0
17,12,0.346899906
8,19,0.346899906
4,18,0.165144622
6,8,0.165144622
0,8,0
5,10,0
12,18,0.06865758
12,18,1.27E-11
7,15,1.27E-11
4,9,0.024966734
2,7,0.424567173
3,8,0.424567173
18,10,0.494489655
4,8,0.494489655
7,4,0.125087026
13,15,0.125087026
2,1,0.477189518
7,19,0.477189518
8,15,0
19,15,0
9,10,0.982908368
17,18,0
0,11,0
2,1,0
0,4,0
12,8,0.127090287
2,19,0.127090287
3,6,0.961587608
18,19,0
0,8,0
7,12,9.33E-05
1,19,9.33E-05
15,4,0.053322958
1,8,0.953443229
11,2,0
5,6,0
8,7,0.357405515
14,16,0.357405515
11,16,0.975807607
7,9,2.55E-11
11,7,2.55E-11
4,18,0
1,13,0
2,8,4.34E-09
9,18,4.34E-09
18,0,7.70E-15
4,1,7.70E-15
18,15,0.058462151
10,7,0.047922251
19,4,0
7,15,0
0,18,0
10,14,0
5,7,1.26E-13
7,10,1.26E-13
1,12,0.275426137
2,15,0.275426137
11,16,0.068749825
13,4,0.121711411
8,4,0
15,3,0
16,7,0.14317561
18,9,0.14317561
1,19,2.35E-17
8,5,2.35E-17
4,6,0
5,6,0
5,4,0.394241273
2,6,0.008062574
7,5,0.079844613
17,8,0.174168279
17,12,0.174168279
7,3,0.002053333
16,18,0.930027783
6,8,0.940715492
17,12,1.10E-13
3,2,1.10E-13
8,4,0.016465907
2,18,0.041563788
0,1,0
4,2,0
1,5,0
1,0,0
12,4,2.39E-11
7,13,2.39E-11
16,1,0.001112454
13,15,0
19,6,0
18,2,0.202279261
2,7,0.202279261
7,13,1.26E-07
7,12,1.26E-07
9,0,1.38E-21
11,1,1.38E-21
16,12,0
2,18,0
10,1,0.017051434
7,5,0.017051434
3,19,0
6,1,0
4,10,0.075316406
7,11,0
19,7,0
6,9,0.328174763
19,17,0.328174763
12,19,0.080656537
11,6,0
17,14,0
19,14,6.28E-27
11,15,6.28E-27
2,10,0.00395046
10,2,0.00395046
10,18,0.095796133
9,7,0.006217249
1,13,0
12,17,0
4,13,0
15,10,0
4,11,0.02242383
16,7,2.78E-20
10,0,2.78E-20
16,11,0.064752111
19,9,4.03E-07
6,11,4.03E-07
0,13,1.91E-08
9,18,1.91E-08
1,2,0.050520635
1,15,0.002239505
16,15,0.162355762
12,7,0.162355762
1,12,0
13,3,0
19,3,1.73E-17
3,13,1.73E-17
1,5,0.079090059
18,4,6.93E-17
18,15,6.93E-17
6,4,0.044226501
1,5,0.095526129
5,11,0.02508408
2,7,0
4,15,0
4,14,0.040837899
1,18,0
5,19,0
0,11,0
19,13,0
16,11,0
13,11,0
5,1,0.225255609
4,13,0.180203177
19,10,0.180203177
2,3,0.00150254
12,3,0.00150254
6,0,0.001816519
5,13,0.432501576
0,9,0.432501576
18,3,0.099650744
1,9,0.991246819
3,18,0.182637741
7,14,0.182637741
5,14,1.22E-09
0,11,1.22E-09
8,19,0.111779213
5,4,0.111779213
0,2,0.056974597
0,4,8.47E-32
4,0,8.47E-32
7,16,0
17,12,0
15,13,0.000151116
17,3,0.000151116
12,5,0.247496297
5,8,0.247496297
12,6,0
7,6,0
2,5,0.300922053
5,10,0.300922053
11,9,0
8,10,0
2,12,0.081560734
10,7,0.00625757
17,6,2.24E-06
8,3,2.24E-06
14,3,0.109557674
4,3,0.109557674
8,3,0.270928023
4,3,0.270928023
2,14,0.008089915
0,17,0.372065144
7,13,0.372065144
17,10,0.084939779
12,11,0.988281965
1,12,0.086188602
4,5,0
2,17,0
15,7,0
0,5,0
17,5,0.051226479
9,7,0.089464322
12,13,0.193327258
14,4,0.193327258
19,16,0.178684
15,9,0.178684
14,12,0.066940338
0,14,0.001544683
4,13,0.521249354
3,14,0
2,9,0
12,18,0
16,13,0
3,10,0.004148509
9,7,0.086492457
16,3,0.746335804
2,7,0.090050831
14,1,0
1,12,0
0,10,0.249360397
4,11,0.249360397
0,1,0.005112366
4,17,9.94E-17
12,17,9.94E-17
19,12,0
11,3,0
3,14,0.279423431
7,9,0.279423431
18,2,0
1,11,0
6,0,0
6,10,0
0,16,6.61E-30
7,1,6.61E-30
5,10,0.098849146
15,15,0
6,2,0
16,6,0
6,4,0
12,2,0
14,2,0
16,2,0
19,11,0
0,10,0.75729531
13,5,0.808507204
7,8,1.13E-22
18,2,1.13E-22
14,18,5.23E-16
7,17,5.23E-16
1,17,2.00E-14
3,17,2.00E-14
17,12,0.376841374
9,13,0.376841374
15,1,0.205372766
16,1,0.205372766
17,15,0.986052871
9,18,2.11E-26
6,1,2.11E-26
19,1,7.71E-06
19,2,7.71E-06
18,6,0.12976068
2,3,0.12976068
7,6,0.196480483
13,15,0.196480483
1,4,3.17E-07
1,0,3.17E-07
18,16,0
3,13,0
6,17,2.45E-07
14,3,2.45E-07
2,2,0
13,5,0
3,16,0.181465497
0,12,0.181465497
10,2,0.084512976
17,11,0.084065425
12,11,0
0,7,0
4,3,0.254121691
7,14,0.125801875
6,3,0.125801875
13,15,0.149785087
9,11,0.054106291
4,6,0.308978691
14,3,0.308978691
7,2,0.302325077
17,0,0.302325077
11,17,0
17,11,0
6,15,0
5,10,0
6,4,3.18E-12
12,7,3.18E-12
7,11,0
18,14,0
14,0,0.074386218
6,1,0.980944693
16,11,0.898368597
9,6,3.86E-22
16,18,3.86E-22
7,18,1.57E-11
0,18,1.57E-11
9,12,0
9,8,0
10,15,0.119158947
4,6,0.119158947
17,3,0.327767368
3,5,0.327767368
15,6,2.08E-08
18,15,2.08E-08
8,18,0.074268202
3,11,0.099039229
1,6,0
5,9,0
9,17,0.142386765
6,18,0.142386765
1,16,0
18,19,0
6,15,0
6,3,0
11,9,0
10,19,0
17,12,0
17,13,0
1,8,0.997116208
11,5,1.84E-31
18,17,1.84E-31
6,12,0.106117259
10,14,0.106117259
8,4,0.04447249
11,6,0.899681211
8,15,2.26E-05
16,12,2.26E-05
2,7,0.151969114
7,4,0.151969114
8,7,0
19,14,0
2,6,0
18,16,0
7,12,1.23E-14
6,14,1.23E-14
15,7,0.025267313
2,14,0.867114902
6,9,0.996269166
0,3,0.338982674
0,11,0.338982674
11,6,0.321920495
2,11,0.321920495
5,2,0.072559365
3,2,0.081158319
1,13,0.212628103
18,10,0.212628103
16,3,5.29E-28
12,14,5.29E-28
13,3,0
4,14,0
12,11,1.37E-29
12,2,1.37E-29
3,10,0.379808887
15,1,0.379808887
17,3,0.003889757
12,3,0
11,17,0
18,11,0.270790624
6,7,0.270790624
10,17,0
1,3,0
0,16,0
4,0,0
4,16,0.869409382
0,15,0
16,8,0
4,0,0
0,6,0
15,18,0
18,3,0
10,14,0.078435196
2,11,0
13,8,0
8,6,0
4,15,0
12,8,0.176934336
3,15,0.176934336
13,19,0.268911972
4,18,0.268911972
12,8,0
16,17,0
17,19,0
17,18,0
12,13,0
19,6,0
15,0,0.168892816
16,18,0
0,13,0
0,15,0
4,9,0
19,9,0
6,17,0
9,3,0
5,3,0
15,4,0.160858108
15,2,0.160858108
10,12,0.001076747
8,1,9.40E-28
1,9,9.40E-28
8,12,1.10E-12
9,5,1.10E-12
8,6,0
0,5,0
5,2,0.119288896
12,9,0.119288896
9,1,0
17,7,0
14,17,7.63E-17
6,8,7.63E-17
15,14,0.302217872
13,15,0.302217872
4,9,0
5,6,0
4,0,0.025645584
14,2,0
2,4,0
6,19,0.003417188
16,18,3.58E-10
13,7,3.58E-10
7,11,0.016617585
19,7,1.63E-18
9,19,1.63E-18
18,14,0
10,13,0
9,17,0
17,12,0
3,2,0
16,18,0
7,3,0
4,7,0
17,0,0.054564583
10,2,5.92E-07
19,11,5.92E-07
4,9,0.264816423
10,8,0.264816423
10,4,0.100549812
11,16,0.100549812
3,19,0.004936458
6,2,0.044247514
0,16,0.63667661
3,13,0.060624327
2,9,1.71E-08
6,3,1.71E-08
18,14,0.001293014
8,16,0.181167794
18,12,0.181167794
19,18,2.71E-28
18,14,2.71E-28
3,9,0
13,9,0
14,12,0.072542667
1,17,0.053607533
0,14,1.04E-07
16,2,1.04E-07
12,16,0.001015673
7,4,0.068892317
6,11,0.079076111
12,19,0
13,2,0
3,11,0.481830182
0,5,0.481830182
17,8,0
8,14,0
16,5,0.934763789
17,13,0.006073682
4,3,0
14,1,0
11,8,1.69E-11
12,3,1.69E-11
8,12,0.445958591
4,17,0.445958591
1,13,0.329844392
0,4,0.329844392
11,1,0.332839641
3,17,0.332839641
1,3,4.46E-19
3,12,4.46E-19
4,10,0
4,12,0
3,11,0.025662514
9,16,0
9,2,0
5,15,0.954547346
8,2,0.435810449
2,10,0.435810449
17,3,0.310490315
2,8,0.310490315
19,9,0.107715838
9,3,0.107715838
3,16,0.366498232
13,18,0.441126555
13,19,0.441126555
7,4,0.010323738
1,3,0
14,17,0
15,11,0
6,13,0
13,2,3.12E-23
17,18,3.12E-23
17,8,0
11,18,0
12,3,0
11,19,0
6,9,0
11,5,0
0,19,1.24E-29
6,10,1.24E-29
16,1,0.100362158
14,19,0.100362158
0,4,0.044298809
6,11,0.067462533
7,9,0.000124717
4,12,0.000124717
5,9,0.091845961
13,17,0.099397919
17,16,0
18,2,0
17,8,0.031299063
4,8,0.938197732
5,3,0
19,2,0
11,6,0.001251159
1,11,0
6,17,0
14,8,0
11,4,0
17,7,1.03E-16
11,6,1.03E-16
11,14,0.007347786
14,1,0.348887523
7,19,0.348887523
0,7,0
15,10,0
6,13,5.73E-14
11,7,5.73E-14
19,2,1.82E-15
9,3,1.82E-15
16,4,0
16,8,0
8,12,0.26881657
8,19,0.26881657
5,1,4.12E-32
4,12,4.12E-32
15,19,0
11,1,0
15,8,0
16,11,0
18,6,0.957394123
18,7,0.077206896
15,9,0.966960371
15,1,0.208217156
17,8,0.208217156
2,5,0
16,4,0
15,3,7.76E-31
17,8,7.76E-31
5,9,0
8,12,0
17,11,0.172933942
15,17,0.172933942
15,6,0.195106681
14,8,0.195106681
7,15,0.413455215
11,12,0.413455215
19,1,0.169942228
4,6,0.169942228
0,16,0
5,9,0
13,18,0.974048555
12,19,0
6,19,0
9,8,0
6,17,0
14,13,0.001811673
10,9,0.001999655
6,11,7.92E-28
8,6,7.92E-28
3,9,6.30E-21
15,6,6.30E-21
15,9,0
7,18,0
14,12,0.045153232
13,17,0.125393097
12,1,0.125393097
8,12,0.086369415
4,7,0.060167164
9,6,2.01E-17
18,4,2.01E-17
7,17,0.445305428
6,4,0.445305428
18,5,0
5,2,0
12,9,2.44E-16
17,11,2.44E-16
15,16,0.354638993
7,14,0.354638993
10,3,0
14,3,0
2,6,0.272375561
16,2,0.272375561
2,9,1.09E-31
5,12,1.09E-31
18,15,0.021002717
3,9,0.010215504
12,2,0.427091843
8,6,0.427091843
12,2,0
17,4,0
19,8,0.072626147
11,13,0
11,6,0
12,18,0.002086971
3,13,0
10,0,0
4,2,0.916772366
17,5,0.379888341
17,8,0.379888341
7,6,0
5,7,0
7,12,0.01870483
13,12,0.576713979
16,19,0
2,16,0
1,2,1.63E-32
14,7,1.63E-32
15,14,0
18,9,0
13,12,0.001030784
8,6,6.94E-07
5,17,6.94E-07
19,6,0.247272925
10,8,0.247272925
10,19,9.80E-21
17,0,9.80E-21
3,16,0
13,1,0
10,16,0.984553397
19,12,0.439965836
12,1,0.439965836
8,9,0
7,2,0
8,7,4.15E-21
9,4,4.15E-21
12,17,0.068444009
13,6,0.15293654
10,7,0.15293654
17,16,0
12,10,0
15,13,4.33E-27
5,4,4.33E-27
1,5,0.247099029
18,7,0.247099029
0,10,0.348516827
2,8,0.348516827
9,16,3.58E-30
19,17,3.58E-30
14,2,1.69E-08
16,3,1.69E-08
9,8,0.322154752
19,9,0.322154752
14,12,0
19,17,0
5,3,0.062618055
3,19,0.001218669
10,17,0
10,17,0
11,1,0
19,8,0
7,5,0.025601305
7,1,0.09876499
15,4,0.331634283
2,9,0.130827025
18,13,0.490572769
0,1,0.490572769
5,8,0.274465419
13,14,0.274465419
13,7,0
12,3,0
1,4,0.061000226
11,0,0
8,5,0
1,7,5.22E-21
6,5,5.22E-21
13,14,0.081046048
3,19,0.057872542
0,5,0
16,7,0
11,12,0.356804609
12,11,0.356804609
15,13,0.984725952
0,2,0.077202718
10,18,0
16,1,0
15,8,0.201669991
11,8,0
19,3,0
10,5,0.06569791
17,19,0.047377656
6,7,0
19,1,0
15,13,0.214059546
5,1,0.214059546
11,3,1
15,6,0.226302713
17,15,0.226302713
13,2,0.283847097
2,15,0.283847097
15,6,0
8,19,0
13,15,0.025348052
17,3,6.05E-23
16,3,6.05E-23
17,13,0.106863305
14,17,0
15,14,0
0,3,0.921601951
7,17,0.002584056
3,9,0.002964999
12,15,1.46E-15
6,14,1.46E-15
0,9,0
10,7,0
12,19,0
6,15,0
6,1,0.121407058
12,16,0.121407058
12,19,0
11,0,0
15,3,0.004302997
15,1,0.410886161
13,8,0.410886161
4,16,0.199971328
11,12,0.199971328
14,17,0.15970759
12,11,0.15970759
15,11,0.054207182
7,9,0.318941689
8,3,0.318941689
8,18,0
13,14,0
14,10,1.51E-20
2,3,1.51E-20
9,12,0.013242637
19,4,0.998414159
10,19,0.001151604
17,1,0
7,4,0
5,3,0
2,1,0
0,3,0.377557285
8,12,0.377557285
4,0,0.001840768
10,16,0.001840768
19,12,0.006314943
5,1,1.29E-08
12,15,1.29E-08
5,4,0.306682545
17,12,0.306682545
12,8,0.076902252
11,5,4.04E-19
17,17,4.04E-19
5,6,0.001020678
5,1,0.088258734
12,14,0
10,4,0
10,11,0
2,3,0
11,10,0.11240461
16,17,0.11240461
17,10,5.06E-18
4,6,5.06E-18
17,18,4.04E-06
7,6,4.04E-06
19,14,0.169881649
1,11,0.169881649
12,0,0.168658546
14,10,0.168658546
2,13,0.942913413
3,18,0
12,10,0
4,15,1.47E-09
18,13,1.47E-09
15,18,0
9,14,0
