tier,defense,scheme,q_attack_frac,tpr_mean,tpr_ci95,inversion_rate,edge_evasion_rate,op_count,cost_vs_T1,complexity,measured_threshold_z,forge,w_m,m
V0,D5_Stochastic,T4_EigenTrust,0.2,0.081667,0.028807,0.58,0.67,11400,1628.57,O(iters * E),2.5003,0.3,,
V0,D5_Stochastic,T_meanvar_z,0.2,0.803,0.032622,0.0,0.67,18,2.57,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T1_mean,0.2,0.015,0.01048,0.96,0.67,7,1.0,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T2_SL,0.2,0.015,0.01048,0.96,0.67,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T3_Beta,0.2,0.015,0.01048,0.96,0.67,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T5_TFLDT,0.2,0.02,0.011635,0.96,0.67,20,2.86,O(k + deg),2.5003,0.3,,
V0T,D5_Stochastic,T_max,0.2,0.723333,0.040536,0.0,0.67,6,0.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T_median,0.2,0.006667,0.006434,1.0,0.67,16,2.29,O(k log k),2.5003,0.3,,
V0T,D5_Stochastic,T4_EigenTrust,0.2,0.081667,0.028807,0.58,0.67,11400,1628.57,O(iters * E),2.5003,0.3,,
V0T,D5_Stochastic,T_meanvar_z,0.2,0.803,0.032622,0.0,0.67,18,2.57,O(k),2.5003,0.3,,
V1,D5_Stochastic,T1_mean,0.2,0.472333,0.053707,0.01,0.89,7,1.0,O(k),2.5003,,0.8,0.5117
V1,D5_Stochastic,T2_SL,0.2,0.472333,0.053707,0.01,0.89,20,2.86,O(k),2.5003,,0.8,0.5117
V1,D5_Stochastic,T3_Beta,0.2,0.472333,0.053707,0.01,0.89,20,2.86,O(k),2.5003,,0.8,0.5117
V1,D5_Stochastic,T5_TFLDT,0.2,0.474333,0.053746,0.01,0.89,20,2.86,O(k + deg),2.5003,,0.8,0.5117
V1,D5_Stochastic,T_max,0.2,0.59,0.043659,0.01,0.89,6,0.86,O(k),2.5003,,0.8,0.5117
V1,D5_Stochastic,T_median,0.2,0.342333,0.045358,0.03,0.89,16,2.29,O(k log k),2.5003,,0.8,0.5117
V1,D5_Stochastic,T4_EigenTrust,0.2,0.153333,0.036465,0.15,0.89,11400,1628.57,O(iters * E),2.5003,,0.8,0.5117
V1,D5_Stochastic,T_meanvar_z,0.2,0.489667,0.049667,0.0,0.89,18,2.57,O(k),2.5003,,0.8,0.5117
V1T,D5_Stochastic,T1_mean,0.2,0.342333,0.051375,0.06,0.87,7,1.0,O(k),2.5003,,0.793,0.47
V1T,D5_Stochastic,T2_SL,0.2,0.342333,0.051375,0.06,0.87,20,2.86,O(k),2.5003,,0.793,0.47
V1T,D5_Stochastic,T3_Beta,0.2,0.342333,0.051375,0.06,0.87,20,2.86,O(k),2.5003,,0.793,0.47
V1T,D5_Stochastic,T5_TFLDT,0.2,0.337333,0.050447,0.05,0.87,20,2.86,O(k + deg),2.5003,,0.793,0.47
V1T,D5_Stochastic,T_max,0.2,0.561667,0.043963,0.01,0.87,6,0.86,O(k),2.5003,,0.793,0.47
V1T,D5_Stochastic,T_median,0.2,0.247,0.045351,0.2,0.87,16,2.29,O(k log k),2.5003,,0.793,0.47
V1T,D5_Stochastic,T4_EigenTrust,0.2,0.131667,0.033896,0.2,0.87,11400,1628.57,O(iters * E),2.5003,,0.793,0.47
V1T,D5_Stochastic,T_meanvar_z,0.2,0.468,0.049634,0.0,0.87,18,2.57,O(k),2.5003,,0.793,0.47
V0,D5_Stochastic,T1_mean,0.3,0.095,0.027175,0.47,0.77,7,1.0,O(k),2.5003,0.3,,
V0,D5_Stochastic,T2_SL,0.3,0.095,0.027175,0.47,0.77,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T3_Beta,0.3,0.095,0.027175,0.47,0.77,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T5_TFLDT,0.3,0.093333,0.026801,0.47,0.77,20,2.86,O(k + deg),2.5003,0.3,,
V0,D5_Stochastic,T_max,0.3,0.843333,0.034999,0.0,0.77,6,0.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T_median,0.3,0.045,0.017895,0.98,0.77,16,2.29,O(k log k),2.5003,0.3,,
V0,D5_Stochastic,T4_EigenTrust,0.3,0.101667,0.033124,0.35,0.77,11400,1628.57,O(iters * E),2.5003,0.3,,
V0,D5_Stochastic,T_meanvar_z,0.3,0.923333,0.020461,0.0,0.77,18,2.57,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T1_mean,0.3,0.095,0.027175,0.47,0.77,7,1.0,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T2_SL,0.3,0.095,0.027175,0.47,0.77,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T3_Beta,0.3,0.095,0.027175,0.47,0.77,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T5_TFLDT,0.3,0.093333,0.026801,0.47,0.77,20,2.86,O(k + deg),2.5003,0.3,,
V0T,D5_Stochastic,T_max,0.3,0.843333,0.034999,0.0,0.77,6,0.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T_median,0.3,0.045,0.017895,0.98,0.77,16,2.29,O(k log k),2.5003,0.3,,
V0T,D5_Stochastic,T4_EigenTrust,0.3,0.101667,0.033124,0.35,0.77,11400,1628.57,O(iters * E),2.5003,0.3,,
V0T,D5_Stochastic,T_meanvar_z,0.3,0.923333,0.020461,0.0,0.77,18,2.57,O(k),2.5003,0.3,,
V1,D5_Stochastic,T1_mean,0.3,0.623,0.049658,0.0,0.89,7,1.0,O(k),2.5003,,0.7,0.5081
V1,D5_Stochastic,T2_SL,0.3,0.623,0.049658,0.0,0.89,20,2.86,O(k),2.5003,,0.7,0.5081
V1,D5_Stochastic,T3_Beta,0.3,0.623,0.049658,0.0,0.89,20,2.86,O(k),2.5003,,0.7,0.5081
V1,D5_Stochastic,T5_TFLDT,0.3,0.618,0.049803,0.0,0.89,20,2.86,O(k + deg),2.5003,,0.7,0.5081
V1,D5_Stochastic,T_max,0.3,0.715,0.037518,0.0,0.89,6,0.86,O(k),2.5003,,0.7,0.5081
V1,D5_Stochastic,T_median,0.3,0.476,0.048839,0.01,0.89,16,2.29,O(k log k),2.5003,,0.7,0.5081
V1,D5_Stochastic,T4_EigenTrust,0.3,0.183333,0.03926,0.09,0.89,11400,1628.57,O(iters * E),2.5003,,0.7,0.5081
V1,D5_Stochastic,T_meanvar_z,0.3,0.638,0.048439,0.0,0.89,18,2.57,O(k),2.5003,,0.7,0.5081
V1T,D5_Stochastic,T1_mean,0.3,0.629667,0.049868,0.0,0.9,7,1.0,O(k),2.5003,,0.7,0.5106
V1T,D5_Stochastic,T2_SL,0.3,0.629667,0.049868,0.0,0.9,20,2.86,O(k),2.5003,,0.7,0.5106
V1T,D5_Stochastic,T3_Beta,0.3,0.629667,0.049868,0.0,0.9,20,2.86,O(k),2.5003,,0.7,0.5106
V1T,D5_Stochastic,T5_TFLDT,0.3,0.621333,0.049709,0.0,0.9,20,2.86,O(k + deg),2.5003,,0.7,0.5106
V1T,D5_Stochastic,T_max,0.3,0.715,0.037518,0.0,0.9,6,0.86,O(k),2.5003,,0.7,0.5106
V1T,D5_Stochastic,T_median,0.3,0.479333,0.048232,0.01,0.9,16,2.29,O(k log k),2.5003,,0.7,0.5106
V1T,D5_Stochastic,T4_EigenTrust,0.3,0.185,0.039094,0.09,0.9,11400,1628.57,O(iters * E),2.5003,,0.7,0.5106
V1T,D5_Stochastic,T_meanvar_z,0.3,0.643,0.047986,0.0,0.9,18,2.57,O(k),2.5003,,0.7,0.5106
V0,D5_Stochastic,T1_mean,0.4,0.23,0.044723,0.04,0.82,7,1.0,O(k),2.5003,0.3,,
V0,D5_Stochastic,T2_SL,0.4,0.23,0.044723,0.04,0.82,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T3_Beta,0.4,0.23,0.044723,0.04,0.82,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T5_TFLDT,0.4,0.226667,0.043684,0.06,0.82,20,2.86,O(k + deg),2.5003,0.3,,
V0,D5_Stochastic,T_max,0.4,0.875,0.029502,0.0,0.82,6,0.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T_median,0.4,0.143333,0.035971,0.68,0.82,16,2.29,O(k log k),2.5003,0.3,,
V0,D5_Stochastic,T4_EigenTrust,0.4,0.135,0.037633,0.22,0.82,11400,1628.57,O(iters * E),2.5003,0.3,,
V0,D5_Stochastic,T_meanvar_z,0.4,0.945,0.017407,0.0,0.82,18,2.57,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T1_mean,0.4,0.23,0.044723,0.04,0.82,7,1.0,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T2_SL,0.4,0.23,0.044723,0.04,0.82,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T3_Beta,0.4,0.23,0.044723,0.04,0.82,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T5_TFLDT,0.4,0.226667,0.043684,0.06,0.82,20,2.86,O(k + deg),2.5003,0.3,,
V0T,D5_Stochastic,T_max,0.4,0.875,0.029502,0.0,0.82,6,0.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T_median,0.4,0.143333,0.035971,0.68,0.82,16,2.29,O(k log k),2.5003,0.3,,
V0T,D5_Stochastic,T4_EigenTrust,0.4,0.135,0.037633,0.22,0.82,11400,1628.57,O(iters * E),2.5003,0.3,,
V0T,D5_Stochastic,T_meanvar_z,0.4,0.945,0.017407,0.0,0.82,18,2.57,O(k),2.5003,0.3,,
V1,D5_Stochastic,T1_mean,0.4,0.733,0.047327,0.01,0.92,7,1.0,O(k),2.5003,,0.6,0.4949
V1,D5_Stochastic,T2_SL,0.4,0.733,0.047327,0.01,0.92,20,2.86,O(k),2.5003,,0.6,0.4949
V1,D5_Stochastic,T3_Beta,0.4,0.733,0.047327,0.01,0.92,20,2.86,O(k),2.5003,,0.6,0.4949
V1,D5_Stochastic,T5_TFLDT,0.4,0.733,0.043282,0.01,0.92,20,2.86,O(k + deg),2.5003,,0.6,0.4949
V1,D5_Stochastic,T_max,0.4,0.821667,0.036041,0.0,0.92,6,0.86,O(k),2.5003,,0.6,0.4949
V1,D5_Stochastic,T_median,0.4,0.583,0.046713,0.01,0.92,16,2.29,O(k log k),2.5003,,0.6,0.4949
V1,D5_Stochastic,T4_EigenTrust,0.4,0.22,0.042776,0.06,0.92,11400,1628.57,O(iters * E),2.5003,,0.6,0.4949
V1,D5_Stochastic,T_meanvar_z,0.4,0.763333,0.044578,0.0,0.92,18,2.57,O(k),2.5003,,0.6,0.4949
V1T,D5_Stochastic,T1_mean,0.4,0.815,0.039913,0.0,0.93,7,1.0,O(k),2.5003,,0.6,0.5369
V1T,D5_Stochastic,T2_SL,0.4,0.815,0.039913,0.0,0.93,20,2.86,O(k),2.5003,,0.6,0.5369
V1T,D5_Stochastic,T3_Beta,0.4,0.815,0.039913,0.0,0.93,20,2.86,O(k),2.5003,,0.6,0.5369
V1T,D5_Stochastic,T5_TFLDT,0.4,0.798333,0.03975,0.0,0.93,20,2.86,O(k + deg),2.5003,,0.6,0.5369
V1T,D5_Stochastic,T_max,0.4,0.828333,0.034886,0.0,0.93,6,0.86,O(k),2.5003,,0.6,0.5369
V1T,D5_Stochastic,T_median,0.4,0.671333,0.043625,0.0,0.93,16,2.29,O(k log k),2.5003,,0.6,0.5369
V1T,D5_Stochastic,T4_EigenTrust,0.4,0.236667,0.045298,0.03,0.93,11400,1628.57,O(iters * E),2.5003,,0.6,0.5369
V1T,D5_Stochastic,T_meanvar_z,0.4,0.771667,0.042971,0.0,0.93,18,2.57,O(k),2.5003,,0.6,0.5369
V0,D5_Stochastic,T1_mean,0.5,0.525,0.052811,0.0,0.86,7,1.0,O(k),2.5003,0.3,,
V0,D5_Stochastic,T2_SL,0.5,0.525,0.052811,0.0,0.86,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T3_Beta,0.5,0.525,0.052811,0.0,0.86,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T5_TFLDT,0.5,0.511667,0.054791,0.0,0.86,20,2.86,O(k + deg),2.5003,0.3,,
V0,D5_Stochastic,T_max,0.5,0.916667,0.024348,0.0,0.86,6,0.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T_median,0.5,0.513333,0.051844,0.01,0.86,16,2.29,O(k log k),2.5003,0.3,,
V0,D5_Stochastic,T4_EigenTrust,0.5,0.186667,0.04436,0.09,0.86,11400,1628.57,O(iters * E),2.5003,0.3,,
V0,D5_Stochastic,T_meanvar_z,0.5,0.956667,0.016494,0.0,0.86,18,2.57,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T1_mean,0.5,0.525,0.052811,0.0,0.86,7,1.0,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T2_SL,0.5,0.525,0.052811,0.0,0.86,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T3_Beta,0.5,0.525,0.052811,0.0,0.86,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T5_TFLDT,0.5,0.511667,0.054791,0.0,0.86,20,2.86,O(k + deg),2.5003,0.3,,
V0T,D5_Stochastic,T_max,0.5,0.916667,0.024348,0.0,0.86,6,0.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T_median,0.5,0.513333,0.051844,0.01,0.86,16,2.29,O(k log k),2.5003,0.3,,
V0T,D5_Stochastic,T4_EigenTrust,0.5,0.186667,0.04436,0.09,0.86,11400,1628.57,O(iters * E),2.5003,0.3,,
V0T,D5_Stochastic,T_meanvar_z,0.5,0.956667,0.016494,0.0,0.86,18,2.57,O(k),2.5003,0.3,,
V1,D5_Stochastic,T1_mean,0.5,0.793333,0.043585,0.0,0.93,7,1.0,O(k),2.5003,,0.5,0.4708
V1,D5_Stochastic,T2_SL,0.5,0.793333,0.043585,0.0,0.93,20,2.86,O(k),2.5003,,0.5,0.4708
V1,D5_Stochastic,T3_Beta,0.5,0.793333,0.043585,0.0,0.93,20,2.86,O(k),2.5003,,0.5,0.4708
V1,D5_Stochastic,T5_TFLDT,0.5,0.766667,0.039123,0.0,0.93,20,2.86,O(k + deg),2.5003,,0.5,0.4708
V1,D5_Stochastic,T_max,0.5,0.878333,0.031782,0.0,0.93,6,0.86,O(k),2.5003,,0.5,0.4708
V1,D5_Stochastic,T_median,0.5,0.684667,0.044228,0.0,0.93,16,2.29,O(k log k),2.5003,,0.5,0.4708
V1,D5_Stochastic,T4_EigenTrust,0.5,0.246667,0.046542,0.03,0.93,11400,1628.57,O(iters * E),2.5003,,0.5,0.4708
V1,D5_Stochastic,T_meanvar_z,0.5,0.835,0.03641,0.0,0.93,18,2.57,O(k),2.5003,,0.5,0.4708
V1T,D5_Stochastic,T1_mean,0.5,0.886667,0.033119,0.0,0.94,7,1.0,O(k),2.5003,,0.5,0.5446
V1T,D5_Stochastic,T2_SL,0.5,0.886667,0.033119,0.0,0.94,20,2.86,O(k),2.5003,,0.5,0.5446
V1T,D5_Stochastic,T3_Beta,0.5,0.886667,0.033119,0.0,0.94,20,2.86,O(k),2.5003,,0.5,0.5446
V1T,D5_Stochastic,T5_TFLDT,0.5,0.873333,0.034157,0.0,0.94,20,2.86,O(k + deg),2.5003,,0.5,0.5446
V1T,D5_Stochastic,T_max,0.5,0.885,0.031041,0.0,0.94,6,0.86,O(k),2.5003,,0.5,0.5446
V1T,D5_Stochastic,T_median,0.5,0.79,0.039567,0.0,0.94,16,2.29,O(k log k),2.5003,,0.5,0.5446
V1T,D5_Stochastic,T4_EigenTrust,0.5,0.291667,0.049,0.02,0.94,11400,1628.57,O(iters * E),2.5003,,0.5,0.5446
V1T,D5_Stochastic,T_meanvar_z,0.5,0.848333,0.033832,0.0,0.94,18,2.57,O(k),2.5003,,0.5,0.5446
V0,D5_Stochastic,T1_mean,0.6,0.76,0.044853,0.0,0.87,7,1.0,O(k),2.5003,0.3,,
V0,D5_Stochastic,T2_SL,0.6,0.76,0.044853,0.0,0.87,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T3_Beta,0.6,0.76,0.044853,0.0,0.87,20,2.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T5_TFLDT,0.6,0.753333,0.046076,0.0,0.87,20,2.86,O(k + deg),2.5003,0.3,,
V0,D5_Stochastic,T_max,0.6,0.936667,0.021669,0.0,0.87,6,0.86,O(k),2.5003,0.3,,
V0,D5_Stochastic,T_median,0.6,0.856667,0.030454,0.0,0.87,16,2.29,O(k log k),2.5003,0.3,,
V0,D5_Stochastic,T4_EigenTrust,0.6,0.233333,0.048697,0.02,0.87,11400,1628.57,O(iters * E),2.5003,0.3,,
V0,D5_Stochastic,T_meanvar_z,0.6,0.973333,0.013711,0.0,0.87,18,2.57,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T1_mean,0.6,0.76,0.044853,0.0,0.87,7,1.0,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T2_SL,0.6,0.76,0.044853,0.0,0.87,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T3_Beta,0.6,0.76,0.044853,0.0,0.87,20,2.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T5_TFLDT,0.6,0.753333,0.046076,0.0,0.87,20,2.86,O(k + deg),2.5003,0.3,,
V0T,D5_Stochastic,T_max,0.6,0.936667,0.021669,0.0,0.87,6,0.86,O(k),2.5003,0.3,,
V0T,D5_Stochastic,T_median,0.6,0.856667,0.030454,0.0,0.87,16,2.29,O(k log k),2.5003,0.3,,
V0T,D5_Stochastic,T4_EigenTrust,0.6,0.233333,0.048697,0.02,0.87,11400,1628.57,O(iters * E),2.5003,0.3,,
V0T,D5_Stochastic,T_meanvar_z,0.6,0.973333,0.013711,0.0,0.87,18,2.57,O(k),2.5003,0.3,,
V1,D5_Stochastic,T1_mean,0.6,0.845,0.036634,0.0,0.92,7,1.0,O(k),2.5003,,0.4,0.4317
V1,D5_Stochastic,T2_SL,0.6,0.845,0.036634,0.0,0.92,20,2.86,O(k),2.5003,,0.4,0.4317
V1,D5_Stochastic,T3_Beta,0.6,0.845,0.036634,0.0,0.92,20,2.86,O(k),2.5003,,0.4,0.4317
V1,D5_Stochastic,T5_TFLDT,0.6,0.808333,0.035474,0.0,0.92,20,2.86,O(k + deg),2.5003,,0.4,0.4317
V1,D5_Stochastic,T_max,0.6,0.913333,0.025634,0.0,0.92,6,0.86,O(k),2.5003,,0.4,0.4317
V1,D5_Stochastic,T_median,0.6,0.786,0.039791,0.0,0.92,16,2.29,O(k log k),2.5003,,0.4,0.4317
V1,D5_Stochastic,T4_EigenTrust,0.6,0.301667,0.046822,0.02,0.92,11400,1628.57,O(iters * E),2.5003,,0.4,0.4317
V1,D5_Stochastic,T_meanvar_z,0.6,0.905,0.026369,0.0,0.92,18,2.57,O(k),2.5003,,0.4,0.4317
V1T,D5_Stochastic,T1_mean,0.6,0.921667,0.027254,0.0,0.95,7,1.0,O(k),2.5003,,0.4,0.5369
V1T,D5_Stochastic,T2_SL,0.6,0.921667,0.027254,0.0,0.95,20,2.86,O(k),2.5003,,0.4,0.5369
V1T,D5_Stochastic,T3_Beta,0.6,0.921667,0.027254,0.0,0.95,20,2.86,O(k),2.5003,,0.4,0.5369
V1T,D5_Stochastic,T5_TFLDT,0.6,0.911667,0.029164,0.0,0.95,20,2.86,O(k + deg),2.5003,,0.4,0.5369
V1T,D5_Stochastic,T_max,0.6,0.918333,0.025216,0.0,0.95,6,0.86,O(k),2.5003,,0.4,0.5369
V1T,D5_Stochastic,T_median,0.6,0.87,0.034302,0.0,0.95,16,2.29,O(k log k),2.5003,,0.4,0.5369
V1T,D5_Stochastic,T4_EigenTrust,0.6,0.37,0.055051,0.01,0.95,11400,1628.57,O(iters * E),2.5003,,0.4,0.5369
V1T,D5_Stochastic,T_meanvar_z,0.6,0.906667,0.026396,0.0,0.95,18,2.57,O(k),2.5003,,0.4,0.5369
V0,D5_Stochastic,T1_mean,0.7,0.893333,0.02844,0.0,0.91,7,1.0,O(k),2.5003,0.2,,
V0,D5_Stochastic,T2_SL,0.7,0.893333,0.02844,0.0,0.91,20,2.86,O(k),2.5003,0.2,,
V0,D5_Stochastic,T3_Beta,0.7,0.893333,0.02844,0.0,0.91,20,2.86,O(k),2.5003,0.2,,
V0,D5_Stochastic,T5_TFLDT,0.7,0.861667,0.03802,0.0,0.91,20,2.86,O(k + deg),2.5003,0.2,,
V0,D5_Stochastic,T_max,0.7,0.958333,0.01698,0.0,0.91,6,0.86,O(k),2.5003,0.2,,
V0,D5_Stochastic,T_median,0.7,0.963333,0.015102,0.0,0.91,16,2.29,O(k log k),2.5003,0.2,,
V0,D5_Stochastic,T4_EigenTrust,0.7,0.303333,0.052608,0.01,0.91,11400,1628.57,O(iters * E),2.5003,0.2,,
V0,D5_Stochastic,T_meanvar_z,0.7,0.981667,0.010273,0.0,0.91,18,2.57,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T1_mean,0.7,0.893333,0.02844,0.0,0.91,7,1.0,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T2_SL,0.7,0.893333,0.02844,0.0,0.91,20,2.86,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T3_Beta,0.7,0.893333,0.02844,0.0,0.91,20,2.86,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T5_TFLDT,0.7,0.861667,0.03802,0.0,0.91,20,2.86,O(k + deg),2.5003,0.2,,
V0T,D5_Stochastic,T_max,0.7,0.958333,0.01698,0.0,0.91,6,0.86,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T_median,0.7,0.963333,0.015102,0.0,0.91,16,2.29,O(k log k),2.5003,0.2,,
V0T,D5_Stochastic,T4_EigenTrust,0.7,0.303333,0.052608,0.01,0.91,11400,1628.57,O(iters * E),2.5003,0.2,,
V0T,D5_Stochastic,T_meanvar_z,0.7,0.981667,0.010273,0.0,0.91,18,2.57,O(k),2.5003,0.2,,
V1,D5_Stochastic,T1_mean,0.7,0.866667,0.032831,0.0,0.94,7,1.0,O(k),2.5003,,0.3,0.3677
V1,D5_Stochastic,T2_SL,0.7,0.866667,0.032831,0.0,0.94,20,2.86,O(k),2.5003,,0.3,0.3677
V1,D5_Stochastic,T3_Beta,0.7,0.866667,0.032831,0.0,0.94,20,2.86,O(k),2.5003,,0.3,0.3677
V1,D5_Stochastic,T5_TFLDT,0.7,0.863333,0.029867,0.0,0.94,20,2.86,O(k + deg),2.5003,,0.3,0.3677
V1,D5_Stochastic,T_max,0.7,0.943333,0.020355,0.0,0.94,6,0.86,O(k),2.5003,,0.3,0.3677
V1,D5_Stochastic,T_median,0.7,0.856667,0.031153,0.0,0.94,16,2.29,O(k log k),2.5003,,0.3,0.3677
V1,D5_Stochastic,T4_EigenTrust,0.7,0.376667,0.052452,0.01,0.94,11400,1628.57,O(iters * E),2.5003,,0.3,0.3677
V1,D5_Stochastic,T_meanvar_z,0.7,0.936667,0.022642,0.0,0.94,18,2.57,O(k),2.5003,,0.3,0.3677
V1T,D5_Stochastic,T1_mean,0.7,0.951667,0.023352,0.0,0.95,7,1.0,O(k),2.5003,,0.3,0.5106
V1T,D5_Stochastic,T2_SL,0.7,0.951667,0.023352,0.0,0.95,20,2.86,O(k),2.5003,,0.3,0.5106
V1T,D5_Stochastic,T3_Beta,0.7,0.951667,0.023352,0.0,0.95,20,2.86,O(k),2.5003,,0.3,0.5106
V1T,D5_Stochastic,T5_TFLDT,0.7,0.938333,0.025284,0.0,0.95,20,2.86,O(k + deg),2.5003,,0.3,0.5106
V1T,D5_Stochastic,T_max,0.7,0.945,0.020268,0.0,0.95,6,0.86,O(k),2.5003,,0.3,0.5106
V1T,D5_Stochastic,T_median,0.7,0.925,0.023845,0.0,0.95,16,2.29,O(k log k),2.5003,,0.3,0.5106
V1T,D5_Stochastic,T4_EigenTrust,0.7,0.423333,0.055798,0.0,0.95,11400,1628.57,O(iters * E),2.5003,,0.3,0.5106
V1T,D5_Stochastic,T_meanvar_z,0.7,0.938333,0.023971,0.0,0.95,18,2.57,O(k),2.5003,,0.3,0.5106
V0,D5_Stochastic,T1_mean,0.8,0.965,0.014898,0.0,0.92,7,1.0,O(k),2.5003,0.2,,
V0,D5_Stochastic,T2_SL,0.8,0.965,0.014898,0.0,0.92,20,2.86,O(k),2.5003,0.2,,
V0,D5_Stochastic,T3_Beta,0.8,0.965,0.014898,0.0,0.92,20,2.86,O(k),2.5003,0.2,,
V0,D5_Stochastic,T5_TFLDT,0.8,0.939667,0.027729,0.0,0.92,20,2.86,O(k + deg),2.5003,0.2,,
V0,D5_Stochastic,T_max,0.8,0.963333,0.016468,0.0,0.92,6,0.86,O(k),2.5003,0.2,,
V0,D5_Stochastic,T_median,0.8,0.991667,0.007155,0.0,0.92,16,2.29,O(k log k),2.5003,0.2,,
V0,D5_Stochastic,T4_EigenTrust,0.8,0.376667,0.058844,0.0,0.92,11400,1628.57,O(iters * E),2.5003,0.2,,
V0,D5_Stochastic,T_meanvar_z,0.8,0.981667,0.010273,0.0,0.92,18,2.57,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T1_mean,0.8,0.965,0.014898,0.0,0.92,7,1.0,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T2_SL,0.8,0.965,0.014898,0.0,0.92,20,2.86,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T3_Beta,0.8,0.965,0.014898,0.0,0.92,20,2.86,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T5_TFLDT,0.8,0.939667,0.027729,0.0,0.92,20,2.86,O(k + deg),2.5003,0.2,,
V0T,D5_Stochastic,T_max,0.8,0.963333,0.016468,0.0,0.92,6,0.86,O(k),2.5003,0.2,,
V0T,D5_Stochastic,T_median,0.8,0.991667,0.007155,0.0,0.92,16,2.29,O(k log k),2.5003,0.2,,
V0T,D5_Stochastic,T4_EigenTrust,0.8,0.376667,0.058844,0.0,0.92,11400,1628.57,O(iters * E),2.5003,0.2,,
V0T,D5_Stochastic,T_meanvar_z,0.8,0.981667,0.010273,0.0,0.92,18,2.57,O(k),2.5003,0.2,,
V1,D5_Stochastic,T1_mean,0.8,0.896667,0.029284,0.0,0.93,7,1.0,O(k),2.5003,,0.2,0.2519
V1,D5_Stochastic,T2_SL,0.8,0.896667,0.029284,0.0,0.93,20,2.86,O(k),2.5003,,0.2,0.2519
V1,D5_Stochastic,T3_Beta,0.8,0.896667,0.029284,0.0,0.93,20,2.86,O(k),2.5003,,0.2,0.2519
V1,D5_Stochastic,T5_TFLDT,0.8,0.88,0.032857,0.0,0.93,20,2.86,O(k + deg),2.5003,,0.2,0.2519
V1,D5_Stochastic,T_max,0.8,0.961667,0.018488,0.0,0.93,6,0.86,O(k),2.5003,,0.2,0.2519
V1,D5_Stochastic,T_median,0.8,0.918333,0.023899,0.0,0.93,16,2.29,O(k log k),2.5003,,0.2,0.2519
V1,D5_Stochastic,T4_EigenTrust,0.8,0.448333,0.056427,0.01,0.93,11400,1628.57,O(iters * E),2.5003,,0.2,0.2519
V1,D5_Stochastic,T_meanvar_z,0.8,0.978333,0.011978,0.0,0.93,18,2.57,O(k),2.5003,,0.2,0.2519
V1T,D5_Stochastic,T1_mean,0.8,0.961667,0.020161,0.0,0.94,7,1.0,O(k),2.5003,,0.2,0.4513
V1T,D5_Stochastic,T2_SL,0.8,0.961667,0.020161,0.0,0.94,20,2.86,O(k),2.5003,,0.2,0.4513
V1T,D5_Stochastic,T3_Beta,0.8,0.961667,0.020161,0.0,0.94,20,2.86,O(k),2.5003,,0.2,0.4513
