tier,defense,scheme,q_attack_frac,tpr_mean,tpr_ci95,inversion_rate,edge_evasion_rate,op_count,cost_vs_T1,complexity,measured_threshold_z,forge,w_m,m
V1,D2_CNN,T_meanvar_z,0.4,0.981667,0.012192,0.0,0.0,18,2.57,O(k),2.1364,,0.6,0.2669
V1T,D2_CNN,T1_mean,0.4,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.6,0.6284
V1T,D2_CNN,T2_SL,0.4,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.6,0.6284
V1T,D2_CNN,T3_Beta,0.4,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.6,0.6284
V1T,D2_CNN,T5_TFLDT,0.4,0.998333,0.003267,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.6,0.6284
V1T,D2_CNN,T_max,0.4,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.1364,,0.6,0.6284
V1T,D2_CNN,T_median,0.4,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.6,0.6284
V1T,D2_CNN,T4_EigenTrust,0.4,0.601667,0.063134,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.6,0.6284
V1T,D2_CNN,T_meanvar_z,0.4,0.998333,0.003267,0.0,0.0,18,2.57,O(k),2.1364,,0.6,0.6284
V0,D2_CNN,T1_mean,0.5,0.993333,0.006434,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.5,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.5,0.858333,0.029502,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.5,0.321667,0.054396,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.5,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.5,0.993333,0.006434,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.5,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.5,0.858333,0.029502,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.5,0.321667,0.054396,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.5,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.5,0.99,0.007797,0.0,0.0,7,1.0,O(k),2.1364,,0.5,0.2429
V1,D2_CNN,T2_SL,0.5,0.99,0.007797,0.0,0.0,20,2.86,O(k),2.1364,,0.5,0.2429
V1,D2_CNN,T3_Beta,0.5,0.99,0.007797,0.0,0.0,20,2.86,O(k),2.1364,,0.5,0.2429
V1,D2_CNN,T5_TFLDT,0.5,0.978333,0.012846,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.5,0.2429
V1,D2_CNN,T_max,0.5,0.976667,0.013149,0.0,0.0,6,0.86,O(k),2.1364,,0.5,0.2429
V1,D2_CNN,T_median,0.5,0.971667,0.018015,0.0,0.0,16,2.29,O(k log k),2.1364,,0.5,0.2429
V1,D2_CNN,T4_EigenTrust,0.5,0.418333,0.056197,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.5,0.2429
V1,D2_CNN,T_meanvar_z,0.5,0.983333,0.010889,0.0,0.0,18,2.57,O(k),2.1364,,0.5,0.2429
V1T,D2_CNN,T1_mean,0.5,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.5,0.6355
V1T,D2_CNN,T2_SL,0.5,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.5,0.6355
V1T,D2_CNN,T3_Beta,0.5,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.5,0.6355
V1T,D2_CNN,T5_TFLDT,0.5,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.5,0.6355
V1T,D2_CNN,T_max,0.5,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.1364,,0.5,0.6355
V1T,D2_CNN,T_median,0.5,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.5,0.6355
V1T,D2_CNN,T4_EigenTrust,0.5,0.651667,0.059477,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.5,0.6355
V1T,D2_CNN,T_meanvar_z,0.5,0.998333,0.003267,0.0,0.0,18,2.57,O(k),2.1364,,0.5,0.6355
V0,D2_CNN,T1_mean,0.6,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.6,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.6,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.6,0.403333,0.057089,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.6,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.6,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.6,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.6,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.6,0.403333,0.057089,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.6,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.6,0.988333,0.008377,0.0,0.0,7,1.0,O(k),2.1364,,0.4,0.1937
V1,D2_CNN,T2_SL,0.6,0.988333,0.008377,0.0,0.0,20,2.86,O(k),2.1364,,0.4,0.1937
V1,D2_CNN,T3_Beta,0.6,0.988333,0.008377,0.0,0.0,20,2.86,O(k),2.1364,,0.4,0.1937
V1,D2_CNN,T5_TFLDT,0.6,0.985,0.009396,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.4,0.1937
V1,D2_CNN,T_max,0.6,0.988333,0.008377,0.0,0.0,6,0.86,O(k),2.1364,,0.4,0.1937
V1,D2_CNN,T_median,0.6,0.968333,0.014457,0.0,0.0,16,2.29,O(k log k),2.1364,,0.4,0.1937
V1,D2_CNN,T4_EigenTrust,0.6,0.513333,0.054874,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.4,0.1937
V1,D2_CNN,T_meanvar_z,0.6,0.99,0.007797,0.0,0.0,18,2.57,O(k),2.1364,,0.4,0.1937
V1T,D2_CNN,T1_mean,0.6,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.4,0.6284
V1T,D2_CNN,T2_SL,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.4,0.6284
V1T,D2_CNN,T3_Beta,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.4,0.6284
V1T,D2_CNN,T5_TFLDT,0.6,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.4,0.6284
V1T,D2_CNN,T_max,0.6,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.1364,,0.4,0.6284
V1T,D2_CNN,T_median,0.6,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.4,0.6284
V1T,D2_CNN,T4_EigenTrust,0.6,0.698333,0.057374,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.4,0.6284
V1T,D2_CNN,T_meanvar_z,0.6,0.998333,0.003267,0.0,0.0,18,2.57,O(k),2.1364,,0.4,0.6284
V0,D2_CNN,T1_mean,0.7,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.7,0.998333,0.003267,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.7,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.7,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.7,0.56,0.060274,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.7,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.7,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.7,0.998333,0.003267,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.7,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.7,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.7,0.56,0.060274,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.7,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.7,0.991667,0.007155,0.0,0.0,7,1.0,O(k),2.1364,,0.3,0.1057
V1,D2_CNN,T2_SL,0.7,0.991667,0.007155,0.0,0.0,20,2.86,O(k),2.1364,,0.3,0.1057
V1,D2_CNN,T3_Beta,0.7,0.991667,0.007155,0.0,0.0,20,2.86,O(k),2.1364,,0.3,0.1057
V1,D2_CNN,T5_TFLDT,0.7,0.988333,0.009577,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.3,0.1057
V1,D2_CNN,T_max,0.7,0.99,0.007797,0.0,0.0,6,0.86,O(k),2.1364,,0.3,0.1057
V1,D2_CNN,T_median,0.7,0.97,0.015663,0.0,0.0,16,2.29,O(k log k),2.1364,,0.3,0.1057
V1,D2_CNN,T4_EigenTrust,0.7,0.575,0.055206,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.3,0.1057
V1,D2_CNN,T_meanvar_z,0.7,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.1364,,0.3,0.1057
V1T,D2_CNN,T1_mean,0.7,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.3,0.6041
V1T,D2_CNN,T2_SL,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.3,0.6041
V1T,D2_CNN,T3_Beta,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.3,0.6041
V1T,D2_CNN,T5_TFLDT,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.3,0.6041
V1T,D2_CNN,T_max,0.7,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.1364,,0.3,0.6041
V1T,D2_CNN,T_median,0.7,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.3,0.6041
V1T,D2_CNN,T4_EigenTrust,0.7,0.736667,0.054972,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.3,0.6041
V1T,D2_CNN,T_meanvar_z,0.7,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,,0.3,0.6041
V0,D2_CNN,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.8,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.8,0.641667,0.061487,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.8,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.8,0.641667,0.061487,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.8,0.996667,0.004596,0.0,0.0,7,1.0,O(k),2.1364,,0.161,0.0
V1,D2_CNN,T2_SL,0.8,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.1364,,0.161,0.0
V1,D2_CNN,T3_Beta,0.8,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.1364,,0.161,0.0
V1,D2_CNN,T5_TFLDT,0.8,0.986667,0.010044,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.161,0.0
V1,D2_CNN,T_max,0.8,0.996667,0.004596,0.0,0.0,6,0.86,O(k),2.1364,,0.161,0.0
V1,D2_CNN,T_median,0.8,0.973333,0.015202,0.0,0.0,16,2.29,O(k log k),2.1364,,0.161,0.0
V1,D2_CNN,T4_EigenTrust,0.8,0.671667,0.054038,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.161,0.0
V1,D2_CNN,T_meanvar_z,0.8,0.996667,0.004596,0.0,0.0,18,2.57,O(k),2.1364,,0.161,0.0
V1T,D2_CNN,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.2,0.5494
V1T,D2_CNN,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.2,0.5494
V1T,D2_CNN,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.2,0.5494
V1T,D2_CNN,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.2,0.5494
V1T,D2_CNN,T_max,0.8,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.1364,,0.2,0.5494
V1T,D2_CNN,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.2,0.5494
V1T,D2_CNN,T4_EigenTrust,0.8,0.78,0.051259,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.2,0.5494
V1T,D2_CNN,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,,0.2,0.5494
V0,D2_CNN,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.9,0.725,0.051989,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.9,0.725,0.051989,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.0805,0.0
V1,D2_CNN,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.0805,0.0
V1,D2_CNN,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.0805,0.0
V1,D2_CNN,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.0805,0.0
V1,D2_CNN,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,,0.0805,0.0
V1,D2_CNN,T_median,0.9,0.998333,0.003267,0.0,0.0,16,2.29,O(k log k),2.1364,,0.0805,0.0
V1,D2_CNN,T4_EigenTrust,0.9,0.783333,0.046081,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.0805,0.0
V1,D2_CNN,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,,0.0805,0.0
V1T,D2_CNN,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.1,0.4058
V1T,D2_CNN,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.1,0.4058
V1T,D2_CNN,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.1,0.4058
V1T,D2_CNN,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.1,0.4058
V1T,D2_CNN,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,,0.1,0.4058
V1T,D2_CNN,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.1,0.4058
V1T,D2_CNN,T4_EigenTrust,0.9,0.823333,0.044248,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.1,0.4058
V1T,D2_CNN,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,,0.1,0.4058
V0,D2_CNN,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,1.0,0.886667,0.037971,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,1.0,0.886667,0.037971,0.0,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.0,0.2698
V1,D2_CNN,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.0,0.2698
V1,D2_CNN,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.0,0.2698
V1,D2_CNN,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.0,0.2698
V1,D2_CNN,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,,0.0,0.2698
V1,D2_CNN,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.0,0.2698
V1,D2_CNN,T4_EigenTrust,1.0,0.895,0.036161,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.0,0.2698
V1,D2_CNN,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,,0.0,0.2698
V1T,D2_CNN,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.0,0.2698
V1T,D2_CNN,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.0,0.2698
V1T,D2_CNN,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.0,0.2698
V1T,D2_CNN,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.0,0.2698
V1T,D2_CNN,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1364,,0.0,0.2698
V1T,D2_CNN,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.0,0.2698
V1T,D2_CNN,T4_EigenTrust,1.0,0.895,0.036161,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.0,0.2698
V1T,D2_CNN,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1364,,0.0,0.2698
V0,D3_RHMD,T1_mean,0.1,0.106667,0.032007,0.49,0.04,7,1.0,O(k),2.0832,0.15,,
V0,D3_RHMD,T2_SL,0.1,0.106667,0.032007,0.49,0.04,20,2.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T3_Beta,0.1,0.106667,0.032007,0.49,0.04,20,2.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T5_TFLDT,0.1,0.103333,0.033086,0.52,0.04,20,2.86,O(k + deg),2.0832,0.15,,
V0,D3_RHMD,T_max,0.1,0.516333,0.044326,0.06,0.04,6,0.86,O(k),2.0832,0.15,,
V0,D3_RHMD,T_median,0.1,0.038333,0.017282,0.87,0.04,16,2.29,O(k log k),2.0832,0.15,,
V0,D3_RHMD,T4_EigenTrust,0.1,0.066667,0.022267,0.42,0.04,11400,1628.57,O(iters * E),2.0832,0.15,,
V0,D3_RHMD,T_meanvar_z,0.1,0.486333,0.043626,0.03,0.04,18,2.57,O(k),2.0832,0.15,,
V0T,D3_RHMD,T1_mean,0.1,0.106667,0.032007,0.49,0.04,7,1.0,O(k),2.0832,0.15,,
V0T,D3_RHMD,T2_SL,0.1,0.106667,0.032007,0.49,0.04,20,2.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T3_Beta,0.1,0.106667,0.032007,0.49,0.04,20,2.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T5_TFLDT,0.1,0.103333,0.033086,0.52,0.04,20,2.86,O(k + deg),2.0832,0.15,,
V0T,D3_RHMD,T_max,0.1,0.516333,0.044326,0.06,0.04,6,0.86,O(k),2.0832,0.15,,
V0T,D3_RHMD,T_median,0.1,0.038333,0.017282,0.87,0.04,16,2.29,O(k log k),2.0832,0.15,,
V0T,D3_RHMD,T4_EigenTrust,0.1,0.066667,0.022267,0.42,0.04,11400,1628.57,O(iters * E),2.0832,0.15,,
V0T,D3_RHMD,T_meanvar_z,0.1,0.486333,0.043626,0.03,0.04,18,2.57,O(k),2.0832,0.15,,
V1,D3_RHMD,T1_mean,0.1,0.554667,0.04886,0.0,0.11,7,1.0,O(k),2.0832,,0.9,0.2762
V1,D3_RHMD,T2_SL,0.1,0.554667,0.04886,0.0,0.11,20,2.86,O(k),2.0832,,0.9,0.2762
V1,D3_RHMD,T3_Beta,0.1,0.554667,0.04886,0.0,0.11,20,2.86,O(k),2.0832,,0.9,0.2762
V1,D3_RHMD,T5_TFLDT,0.1,0.563,0.051174,0.0,0.11,20,2.86,O(k + deg),2.0832,,0.9,0.2762
V1,D3_RHMD,T_max,0.1,0.529667,0.044784,0.0,0.11,6,0.86,O(k),2.0832,,0.9,0.2762
